0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.0,0.0,0.0,0.0,1.0,0.3361912363756468,0.9981270025074876,0.42546451160172905,0.45087849999151003,0.4189070184980873,0.4179244438820759,0.21716351539121037,0.22565536707434508,0.41796485159626817,0.2996383983454422,0.3021916779732436,1.3529456056630036
1.0,1.0,1.0,0.0,1.0,0.018661628473915164,0.00010661250819701306,0.023494859735286772,0.15117633829203148,0.42459787787652487,0.1471518593572241,0.221126410350837,0.23198779826861385,0.4230069405082068,0.34271827647527947,0.3102595983355369,1.2582103420597215
1.0,0.0,0.0,0.0,1.0,0.0014366755834332625,6.608279038666175e-05,0.4291830176374618,0.18721536052530519,0.06621470810739015,0.06621470810739015,0.06621470810739015,0.06621470810739015,0.06621470810739015,0.06621470810739015,0.06621470810739015,-1.2979797530604165
0.0,1.0,0.0,0.0,1.0,0.12033486990824875,6.559352984579309e-05,0.02510625281730955,0.18687512547681187,0.1924873086912658,0.1459225506862707,0.2172795925252025,0.22616743149785834,0.1503213613600842,0.30229734890601284,0.30639565727995166,0.8593250216248496
1.0,1.0,1.0,1.0,1.0,0.08354379977246872,5.7145771433058176e-05,0.11424908231339513,0.1532021645996629,0.0710487837713186,0.0710487837713186,0.0710487837713186,0.0710487837713186,0.0710487837713186,0.0710487837713186,0.0710487837713186,-1.2996417752288951
1.0,1.0,1.0,0.0,1.0,0.050783154558751833,6.862509241806185e-05,0.024677020507446846,0.15177602201139662,0.42344094383712105,0.14559481074564087,0.21827790383677756,0.2255446866316301,0.42195864921013954,0.3018596469051532,0.3336224830998722,1.1485168789401314
0.0,1.0,1.0,0.0,0.0,0.03906525832646817,0.0002768593572241183,0.04094378081152825,0.19733012721067328,0.20525753727704724,0.15637410285734868,0.2333314331528775,0.2555291977646927,0.42676865888827153,0.3494667635702348,0.3375526722214807,-0.7544985039679034
0.0,1.0,1.0,0.0,1.0,0.058558738158272464,5.373736007584989e-05,0.0280631029032456,0.16797414410212122,0.0717621855336589,0.0717621855336589,0.0717621855336589,0.0717621855336589,0.0717621855336589,0.0717621855336589,0.0717621855336589,-1.3478404181147754
1.0,1.0,1.0,0.0,0.0,0.13872682409371828,6.1029846827819417e-05,0.027690962611378808,0.1731481821544467,0.06812317328878623,0.06812317328878623,0.06812317328878623,0.06812317328878623,0.06812317328878623,0.06812317328878623,0.06812317328878623,-1.472492080750673
1.0,1.0,1.0,0.0,1.0,0.05748426589848765,5.353171861735218e-05,0.027959101286556612,0.1515104192112714,0.19163058482559348,0.143947501275262,0.40015698853486187,0.2257130928865305,0.14828299593248867,0.33479087656891593,0.30002497531622446,0.3324639942171226
